2025-07-07 17:09:15,010 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:09:15,511 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:09:15,511 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:09:15,521 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:09:15,522 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:09:15,522 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:09:15,523 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:09:15,905 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:09:15,908 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:09:16,025 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:09:16,026 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:09:16,026 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
2025-07-07 17:09:19,668 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.023146672774983466, -1.4800812785372344, -1.5439126975283286, -1.6081100011675444, 1.5654551433349568, 3.114383411407471], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,688 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.023709975885786706, -1.4806590474403925, -1.5444443610394796, -1.607900003515262, 1.5662384953245316, 3.113820028305054], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,700 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.024114237243012343, -1.4810618310769021, -1.5444911545456248, -1.6076571588507185, 1.5669112948193835, 3.112993907928467], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,716 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.02458672446680691, -1.481525217912829, -1.5439429122765231, -1.6074816398085652, 1.5675078145623744, 3.1121198654174806], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,736 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.025249002396254206, -1.4822518213775187, -1.5440039652410158, -1.607159542441466, 1.5685712096415085, 3.110742521286011], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,748 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.02592671832958844, -1.4829938163651304, -1.5445626848691787, -1.606914677339018, 1.5695802634171607, 3.1093656539916994], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,764 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.026654587160089817, -1.483739893297878, -1.5445944692246465, -1.6065983913653474, 1.5706726586753705, 3.1079642295837404], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,780 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.027566846183150258, -1.4846500884632086, -1.5446319173372522, -1.6062610740098306, 1.571369529904197, 3.1063000679016115], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,797 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.028412251941013125, -1.485546360190102, -1.5446478812652973, -1.6059126244250468, 1.5726109562029098, 3.104587268829346], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,813 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.028947951415947273, -1.486127545753818, -1.5442637031457565, -1.60563766926735, 1.5733704366458214, 3.1036054611206056], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,828 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.028856734732041846, -1.4861107495737702, -1.5442051399885717, -1.6055816739677102, 1.5733346494869627, 3.103653383255005], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,845 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.029151631349257703, -1.4863857029768581, -1.544898768002631, -1.6055845829095035, 1.5735178629470146, 3.1033181667327883], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,861 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.029160827696148302, -1.4863958047549701, -1.5447949143319106, -1.6054886291139676, 1.5736466687870467, 3.103150796890259], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,877 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.547786614961274, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,893 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149764588, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,900 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766106, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,909 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,917 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,933 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,941 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,948 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,957 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,973 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,981 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,989 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.020408171346827], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:19,996 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0720817572227463, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.021926812326834], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,014 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209694363254637, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.021941998736634], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,020 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709549664438, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.021942150600732], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,029 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709701528536, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.021942152119373], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,044 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703047176, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521345593], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,053 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062363, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.021942152134711], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,061 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062515, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,068 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,084 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,092 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,100 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,108 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,125 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,133 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,140 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,148 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,164 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,174 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,181 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0219421521347125], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,188 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.633704878906087, 3.0234607931147197], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,206 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.633689692496287, 3.02347597952452], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,212 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.633689540632189, 3.023476131388618], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,221 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.635208180093554, 3.024994773887266], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,236 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352233664881677, 3.025009960312252], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,245 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235183521138, 3.0250101121765023], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,252 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198707534, 3.026528754675151], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,260 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198859397, 3.026543941100138], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,278 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860916, 3.0265440929643876], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,284 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.02654409448303], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,294 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0265440944982167], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,308 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5293788455219843, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.0265440944983686], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,318 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.530897486501991, -1.5477866149766122, -1.5876701154616386, 1.633704878906087, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,326 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5309126729117912, -1.5477866149766122, -1.5876701154616386, 1.633689692496287, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,333 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07209709703062517, -1.5309128247758892, -1.5477866149766122, -1.5876701154616386, 1.633689540632189, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,350 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07057845605061823, -1.5309128262945302, -1.5477866149766122, -1.5876701154616386, 1.635208180093554, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,356 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056326964081816, -1.5309128263097167, -1.5477866149766122, -1.5876701154616386, 1.6352233664881677, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,366 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311777672016, -1.5309128263098686, -1.5477866149766122, -1.5876701154616386, 1.6352235183521138, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,380 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311625807918, -1.53091282630987, -1.5477866149766122, -1.5876701154616386, 1.6352235198707534, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,390 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624289277, -1.53091282630987, -1.5477866149766122, -1.5876701154616386, 1.6352235198859397, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,399 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0705631162427409, -1.53091282630987, -1.5477866149766122, -1.5876701154616386, 1.6352235198860916, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,403 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273938, -1.53091282630987, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,424 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.53091282630987, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,429 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.53091282630987, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,440 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.07056311624273937, -1.53091282630987, -1.5477866149766122, -1.5876701154616386, 1.6352235198860932, 3.02654409449837], 0.5, 0.5, 0.008, 0.2, 80)

2025-07-07 17:09:20,452 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
