2025-07-07 17:17:52,495 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:17:52,996 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:17:52,996 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:17:52,997 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:17:52,997 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:17:52,998 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:17:52,999 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:17:53,471 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:17:53,475 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:17:53,501 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:17:53,501 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:17:53,502 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
servoj([0.04514140521712329, -1.6178193687329476, -1.5855276779975824, -1.3505257024795365, 1.8279746436925703, 2.928238344192505], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,435 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04512806637394383, -1.6178090983131959, -1.585500422658778, -1.3505344622909576, 1.8279730372493517, 2.928214502334595], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,450 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04510490563100197, -1.6177881010466695, -1.5855378691378101, -1.3505285289533016, 1.8279689753821324, 2.928022575378418], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,466 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04514439004278828, -1.6177359098573303, -1.58553673912237, -1.35053214238514, 1.8279061414987123, 2.927747440338135], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,482 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04593308748424527, -1.617592768773933, -1.5855026855498349, -1.3505557121689007, 1.8277961266630838, 2.92729229927063], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,498 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04597043943200918, -1.6173361501452514, -1.5853776250897136, -1.3505778106453423, 1.8275073725415063, 2.9262864112854006], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,514 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04691267195931512, -1.6169577866532974, -1.5851753001929834, -1.3506441687097637, 1.827058017164271, 2.9245986461639406], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,531 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04705315669194268, -1.6166482421054833, -1.5849299131944443, -1.3507074243065376, 1.8267058163271095, 2.9231736183166506], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,546 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.048068864291044774, -1.6161727004823467, -1.584768757073483, -1.3508046823669844, 1.8261666322480499, 2.921198320388794], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,561 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04827813322605315, -1.6157357973698636, -1.584473583778627, -1.350859393889168, 1.82574431647315, 2.919151020050049], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,578 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.048949882885524786, -1.615099234067139, -1.5846457960465732, -1.3510533806177871, 1.824987652685668, 2.9164332866668703], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,593 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04931394175166789, -1.6144587383973654, -1.5842299389008796, -1.3511530710599244, 1.824279849483168, 2.9136678695678713], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,609 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04974350391161771, -1.6135682817746628, -1.5836778820225603, -1.3513621730523988, 1.8232474187349392, 2.9098605632781984], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,626 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.050135928675175426, -1.6126177125072552, -1.5831225297627693, -1.3515022387242783, 1.8223257340600856, 2.9061607837677004], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,641 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.05116300054405778, -1.611517682639778, -1.5825110106099136, -1.351755993771467, 1.8211635184861925, 2.9016353607177736], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,658 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0516740133300269, -1.6104275294017347, -1.5820131552650205, -1.3518882392237275, 1.8201198093274424, 2.8974568367004396], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,674 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.052272217016878966, -1.609299588506972, -1.5814474120151254, -1.3521600981813722, 1.8188605869506844, 2.892847490310669], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,690 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.052843454583453714, -1.6082510280818283, -1.5808845049956466, -1.3523653128318176, 1.8176820252740664, 2.8883103847503664], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,706 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.05345247158183252, -1.6070977499911046, -1.580235343376225, -1.3526719618989402, 1.8164051083989192, 2.883461666107178], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,722 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.054070095481793645, -1.60602734864481, -1.5796718929348104, -1.3528694277990894, 1.8152914018750212, 2.878947687149048], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,738 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0552730747922221, -1.6048059849936211, -1.5790075665819392, -1.3531808146232747, 1.81406003916768, 2.8740872859954836], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,755 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.05593321727134504, -1.6037001158420756, -1.5783716988647598, -1.3532989063417018, 1.8128521239183084, 2.869478178024292], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,771 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06749515465162839, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,778 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0674951546668148, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,786 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06749515466696666, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,794 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06749515466696818, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,810 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0674951546669682, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,818 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0674951546669682, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,826 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0674951546669682, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,844 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0674951546669682, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,850 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0674951546669682, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,858 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0674951546669682, -1.5830835129058605, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,874 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0674951546669682, -1.5830683264960603, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,882 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0674951546669682, -1.5830681746319624, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,890 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06901379564697516, -1.5830681731133214, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,898 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06902898205677523, -1.583068173098135, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,914 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.06902913392087322, -1.5830681730979832, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,922 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0705477764195207, -1.5830681730979816, -1.5662097242391189, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,930 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07056296284450718, -1.5830681730979816, -1.5661945378293187, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,946 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07056311470875705, -1.5830681730979816, -1.5661943859652208, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,954 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07208175720740649, -1.5845868140779884, -1.5677130254265859, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,970 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07209694363239298, -1.5846020004877883, -1.5677282118211997, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,979 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07209709549664285, -1.5846021523518865, -1.5677283636851458, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,986 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0736157379952923, -1.5846021538705273, -1.5677283652037852, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:17:59,994 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363092442027878, -1.5846021538857138, -1.5677283652189715, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,010 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363107628452865, -1.5846021538858657, -1.5677283652191234, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,018 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363107780317116, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,025 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363107781835758, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,042 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363107781850944, -1.5846021538858672, -1.567728365219125, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,050 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07514971879851745, -1.5846021538858672, -1.569247006199132, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,058 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516490520831753, -1.5846021538858672, -1.569262192608932, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,073 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505707241554, -1.5846021538858672, -1.56926234447303, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,082 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505859105652, -1.5846021538858672, -1.570780986971678, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,090 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505860624292, -1.5846021538858672, -1.5707961733966644, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,106 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505860639479, -1.5846021538858672, -1.5707963252609143, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,114 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07364641762638982, -1.5830835129058605, -1.5707963267795568, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,122 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363123121658977, -1.5830683264960603, -1.5707963267947433, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,138 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363107935249176, -1.5830681746319624, -1.5707963267948952, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,146 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363107783385078, -1.5845868140933281, -1.5707963267948966, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,154 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363107781866438, -1.5846020004879418, -1.5707963267948966, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,171 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07363107781851251, -1.5846021523518878, -1.5707963267948966, -1.3575729972787924, 1.791689560250429, 2.78724309158821], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,178 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07514971879851749, -1.5846021538705275, -1.5707963267948966, -1.3575729972787924, 1.791689560250429, 2.785724450608203], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,186 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516490520831753, -1.5846021538857138, -1.5707963267948966, -1.3575729972787924, 1.791689560250429, 2.785709264198403], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,202 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505707241554, -1.5846021538858657, -1.5707963267948966, -1.3575729972787924, 1.791689560250429, 2.7857091123343047], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,210 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505859105652, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.791689560250429, 2.785709110815664], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,218 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505860624292, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.791689560250429, 2.7857091108004775], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,226 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505860639479, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.791689560250429, 2.7857091108003256], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,242 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505860639631, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.790170919270422, 2.7857091108003242], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,249 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505860639633, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.7901557328606221, 2.7857091108003242], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,258 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07516505860639633, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.7901555809965242, 2.7857091108003242], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,274 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07668369958640328, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.7901555794778832, 2.7841904698203175], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,283 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07669888599620335, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.7901555794626967, 2.784175283410517], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,290 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07669903786030134, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.7901555794625448, 2.7841751315464194], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,298 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07669903937894233, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.7901555794625432, 2.784175130027778], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,313 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07669903939412874, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.7901555794625432, 2.7826564890325853], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,322 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0766990393942806, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.7901555794625432, 2.782641302622633], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,330 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07669903939428212, -1.5846021538858672, -1.5707963267948966, -1.3575729972787924, 1.7901555794625432, 2.7826411507585336], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,345 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07669903939428213, -1.5846021538858672, -1.5707963267948966, -1.3560543562987857, 1.7886369384825362, 2.782641149239893], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,354 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.07669903939428213, -1.5846021538858672, -1.5707963267948966, -1.3560391698889858, 1.7886217520727363, 2.7826411492247063], 0.5, 0.5, 0.01, 0.1, 300)

2025-07-07 17:18:00,362 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
