2025-07-07 17:09:46,821 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:09:47,322 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:09:47,323 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:09:47,324 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:09:47,324 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:09:47,324 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:09:47,325 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:09:47,656 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:09:47,661 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:09:47,827 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:09:47,828 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:09:47,828 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283807, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,047 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283807, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,051 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283807, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,071 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283807, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,075 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283807, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,096 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283807, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,099 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283807, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,114 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283807, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,123 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283807, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,139 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060625451083876, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,147 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060777315181878, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,163 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060778833822857, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,171 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045592439209198, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,186 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.604544057526306, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,195 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439056623598, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,211 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060625451237274, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,219 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.606077731518341, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,235 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060778833822873, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,243 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060778849009267, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,251 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.606077884916113, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,267 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.606077884916265, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,275 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060778849162665, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,283 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060778849162665, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,291 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060778849162665, -1.500233210552157, 1.5462526341887264, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,307 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060778849162665, -1.500233210552157, 1.5477712751687334, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,315 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6060778849162665, -1.500233210552157, 1.5477864615785335, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,331 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045592439362595, -1.500233210552157, 1.5477866134426315, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,339 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045440575264593, -1.500233210552157, 1.5477866149612725, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,355 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439056623614, -1.500233210552157, 1.5477866149764588, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,363 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041437204, -1.500233210552157, 1.5477866149766106, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,378 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.604543904128534, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,387 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.576932249946439, -1.6045439041283822, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,403 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.5754136089664323, -1.6045439041283807, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,411 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.5753984225566322, -1.6045439041283807, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,420 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.5753982706925342, -1.6045439041283807, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,435 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.5753982691738933, -1.6045439041283807, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,442 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.575398269158707, -1.6045439041283807, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,456 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.575398269158555, -1.6045439041283807, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,467 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.5753982691585535, -1.6030252631483737, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,481 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.012271846303085088, -1.5753982691585535, -1.6030100767385735, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,491 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.010753205323078142, -1.5738796281785468, -1.6014912838944686, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

2025-07-07 17:09:53,499 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.010738018913278073, -1.5738644417687466, -1.6014760959660275, -1.500233210552157, 1.5477866149766122, 3.1477285767413354], 0.5, 0.5, 0.01, 0.1, 80)

