2025-07-07 17:19:07,271 - gym_custom_envs_real_ur_drivers_URBasic_robotModelEvent - INFO - Init done
2025-07-07 17:19:07,772 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Connected
2025-07-07 17:19:07,772 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - RT_CLient constructor done
2025-07-07 17:19:07,773 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - Data logging (not event logging) is disabled
2025-07-07 17:19:07,773 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog constructor done
2025-07-07 17:19:07,774 - gym_custom_envs_real_ur_drivers_URBasic_dataLogEvent - INFO - DataLog is stopped
2025-07-07 17:19:07,774 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE constructor done
2025-07-07 17:19:08,093 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - Controller version: 3.3.1-60
2025-07-07 17:19:08,095 - gym_custom_envs_real_ur_drivers_URBasic_rtdeEvent - INFO - RTDE started
2025-07-07 17:19:08,276 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Connected
2025-07-07 17:19:08,276 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - UR Dashboard respond Connected: Universal Robots Dashboard Server
2025-07-07 17:19:08,276 - gym_custom_envs_real_ur_drivers_URBasic_dashboardEvent - INFO - Dashboard server constructor done
servoj([-0.06331245719120368, -1.5145065483374442, -1.5892583509416276, -1.6416319331900697, 1.6628188610076904, 3.0359052212817734], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,535 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.06280567881473248, -1.5146211712767184, -1.5892146268980512, -1.6413752194769184, 1.6622682332992553, 3.035757152624098], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,551 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.06176519385724913, -1.515404706702644, -1.5892750974742762, -1.6408002170982032, 1.6611563682556152, 3.0354818681548554], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,568 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.06004238681599709, -1.515797418913848, -1.5893079468784983, -1.6397855508082955, 1.6593980312347412, 3.03502027707985], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,583 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.05843158368436132, -1.5161404111188395, -1.5893406885069348, -1.6388766479355563, 1.657723617553711, 3.0345819037210875], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,599 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.05629116069621299, -1.516668610360812, -1.5894531817351958, -1.6376886901339653, 1.655535054206848, 3.034049843653357], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,616 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0540751992389843, -1.517169557152925, -1.589454498137428, -1.6363733587713254, 1.6531905651092529, 3.0334387483863194], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,632 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.05093543686625593, -1.5179077756612298, -1.5897388591596953, -1.6346126218614905, 1.649793815612793, 3.0326637024662775], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,648 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.04761527308985986, -1.5186977362224217, -1.5897907469455224, -1.6326194373599208, 1.6465768337249755, 3.0318038897960156], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,663 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.04288997769884532, -1.5198998516422169, -1.589995210669519, -1.6300333512441394, 1.6415655136108398, 3.0305971771580253], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,679 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.03754827417789826, -1.521168292182162, -1.5901420431362736, -1.6270068811677325, 1.6370808601379394, 3.0292769027073136], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,695 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.031815171622300104, -1.5225581238996235, -1.590415867304788, -1.6237275005062655, 1.631041121482849, 3.027802729733035], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,712 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.02633857258206944, -1.5238948067541205, -1.5906026956861705, -1.620742114630558, 1.6265440702438354, 3.0264385601514796], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,727 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.0204815444161969, -1.5253312936318675, -1.5908393638872393, -1.6173190754229276, 1.6204448461532592, 3.024961073879647], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,744 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.015884712760337448, -1.5264626050174006, -1.5909947767393542, -1.6147841790815494, 1.615995717048645, 3.0238196421697223], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,760 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.01016018556787289, -1.5278273346203555, -1.591175918386483, -1.6114943286791255, 1.6101717472076416, 3.0223580659558085], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,775 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([-0.005769632189491947, -1.5288740362293904, -1.5913483182628319, -1.6090203799114755, 1.6059858322143554, 3.0212551841342545], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,791 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([7.76329438120782e-06, -1.5302721516497988, -1.5916105508658311, -1.6057459866879076, 1.6000899791717529, 3.019776855354799], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,811 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.005298598612650099, -1.5315547480751168, -1.591828361550026, -1.602702536031211, 1.596130968002338, 3.018427780366047], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,825 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.586136133139772, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,832 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.586136134658413, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,840 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.5861361346735994, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,855 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.5861361346737513, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,863 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,871 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,887 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,895 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,903 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,911 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,928 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5922720578252951, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,936 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5907534168452893, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,944 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5907382304354891, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,959 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5907380785713912, -1.5968740001889525, 1.5861361346737528, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,967 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5907380770527502, -1.5968740001889525, 1.5846174936937458, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,975 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5907380770375636, -1.5968740001889525, 1.5846023072839457, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:10,992 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.015339807878856249, -1.533980787885641, -1.5907380770374118, -1.5968740001889525, 1.5846021554198477, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,000 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01685844885886319, -1.533980787885641, -1.5907380770374104, -1.5968740001889525, 1.5846021539012067, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,007 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01687363526866326, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5846021538860204, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,016 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01687378713276126, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5846021538858686, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,031 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.016873788651402242, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.586120794865874, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,039 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.016873788666588653, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5861359812756741, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,047 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.016873788666740514, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.586136133139772, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,063 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.016873788666742034, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.586136134658413, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,072 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01687378866674205, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5861361346735994, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,080 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01687378866674205, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5861361346737513, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,095 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.018392429646748996, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5876547756537598, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,104 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.018407616056549066, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.58766996206356, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,113 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.018407767920647064, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5876701139276579, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,129 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.018407769439288044, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5891887564263059, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,137 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.018407769454474456, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5892039428512923, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,144 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01840776945462632, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5892040947155421, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,152 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.018407769454627836, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5892040962341847, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,167 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01992641043463436, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.590722737229378, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,175 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.019941596844434424, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.59073792363933, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,184 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.019941748708532422, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5907380755034295, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,200 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.019941750227173403, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5907380770220705, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,208 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.019941750242359814, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.590738077037257, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,216 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.01994175024251168, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5907380770374089, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,224 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.02146039122252014, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5907380770374102, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,239 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.021475577632320227, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5907380770374102, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,247 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.02147572949641823, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5907380770374102, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,256 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.027550294935086105, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5907380770374102, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,264 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.027611040589472786, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5907380770374102, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,280 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.02761164804601665, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5907380770374102, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,287 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.036723500000622876, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5892194360574032, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,295 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.03681461852016894, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5892042496476033, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,303 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0368155297053644, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5892040977835054, 3.0158062289831706], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,321 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.042890102737243696, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5861668143048504, 3.0173248699631774], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,328 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04295084846756249, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5861364414700638, 3.0173400563729778], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,336 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04295145592486568, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.586136137741716, 3.0173402082370755], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,351 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0475073849394591, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5861361347044325, 3.0173402097557167], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,361 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04755294422960503, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5861361346740597, 3.017340209770903], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,367 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04755339982250649, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.586136134673756, 3.0173402097710547], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,384 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.047553404378435506, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5846174936937458, 3.0173402097710564], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,392 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.0475534044239948, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5846023072839457, 3.0173402097710564], 0.5, 0.5, 0.01, 0.05, 300)

2025-07-07 17:19:11,400 - gym_custom_envs_real_ur_drivers_URBasic_realTimeClientEvent - INFO - Program send to Robot:
servoj([0.04755340442445039, -1.533980787885641, -1.5907380770374102, -1.5968740001889525, 1.5846021554198477, 3.0173402097710564], 0.5, 0.5, 0.01, 0.05, 300)

